EMOTION,TRANSCRIPTION
hap," And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,"
hap," they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up."
hap," Well, so what do you think?"
hap," Well, so, what do you think?"
neu, About what?
hap, What I was just saying.
neu, It's ridiculous.
neu," uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?"
ang," God damn it, Augie.  Seriously, you always ask me that.  Why do you ask me that?  I hate it.  It's so insulting."
ang," Twice is every time we've tried, that's ever"
ang," No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up."
sad, I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.
sad, Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.
sad," And I remember thinking to myself, finally.  I am as happy as I am supposed to be."
sad," Dancing barefoot in the sand, drinking champagne out of the bottle."
neu," It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?"
sad, I would rather not remember some things.  I'd rather not hope for something.
sad, No.
sad, No.
sad, No.
sad, No.
sad, I just want- I just want things to turn out the way they are supposed to.
ang," Well, welcome to the human race.  Do you think this is what I had planned?  Do you think that when I proposed that I had this great fantasy going that four years down the road we would end up arguing on the beach over some fish?"
ang," Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!"
ang," Because you know what you get, Carla?  You know what you get?  This."
sad, But this isn't at all what I wanted it to be.
sad," Now, I know.  Me either"
sad," This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?"
sad, I'm trying the best I can.
sad," I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but."
sad, But I just couldn't help thinking about being somewhere else.
sad," Maybe if you're with somebody else, too?"
sad, I didn't say that.
sad," No, I know.  But I know I don't make you happy."
sad," For heavens sake, Augie, whatever I am doing, I'd rather it be with you."
sad," Yes.  Don't you know that? I mean, You're probably the one you wishes you were with somebody else, somebody who didn't take everything so hard and who knew how to enjoy herself."
hap," Actually, now that you mention it, no.  I don't."
hap," I don't know.  I think this is a pretty good spot.  I mean, look at the view of the moon from here."
hap," Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon."
hap," Oh, well look what we've got here."
hap," Well, it isn't champagne."
hap," No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry."
hap, Or not.
hap, Or not.
hap, I wonder.
hap," what, Nobody knows we are here except Freda and she wouldn't ring up."
hap, What do we do?
neu," We're all right, aren't we, darling, whatever happens?"
hap," Now and always, my sweet."
hap, I don't care then.
hap, It was bound to happen sooner or later.
hap," Oh, it sent shivers up my spine."
hap," Oh, what shall we do if they suddenly walk in on us."
hap, With the worst- with the most perfect poise?
hap," Uhh, It's amazing how once you feel--"
hap," things that ought to matter most dreadfully don't matter at all when one's happy, do they?"
hap," Uhh, You mustn't say that, my darling."
hap," Being that sacred and wonderful thing, love."
hap," Um What does it all mean?  That's what I ask myself in my endless quest for ultimate truth.  Dear God, what does it all mean?"
neu, Don't laugh at me.  I'm serious.
hap," You mustn't be serious, darling.  That's just what they want."
neu, Who's they?
hap," All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths."
hap, uh- the- Being flippant brings out the acid in their damned beauty and light.
neu," If I laugh at everything, then I must laugh at us too."
hap, Certainly you must.  We are figures of fun all right.
neu," Well, will we always bicker and fight?"
hap, No.  That fire will fade along with our passion.
neu," What if one of us dies, does the other one laugh then?"
hap," Yes, yes, with all his might."
hap," No, no that is quit laughable.  The cutting little mystery all done with mirrors."
hap," So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and enjoy the party as long as we can, like little quiet idiotic school children."
hap," [garbage] Darling, kiss me before your body rots and worms start popping in and out of your eye sockets."
neu," Elliott, worms don't pop."
hap," I don't care what you do.  See, you could paint your body bright green and and run naked through the Place Vendome and run with every man in the world and I shan't say a word.  As long as I know that you love me best."
hap, Do you remember that awful scene we had in Venice?
hap, The one where you bought that little painted wooden stake and you put it on my bed.
hap, Horrible thing.  I hated it.
hap, I know you did.  You threw it out the window into the Canal below.  I don't think I'll ever forgive you for that.
hap, How long did that roue last?
hap," Oh, The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown?"
hap," Oh, It burnt my comb and all the towels in the bathroom."
hap," [LAUGHTER] That was quit a rouser, wasn't it?"
hap," Oh, I didn't hit you very hard."
hap, I should never forget his face. [LAUGHTER]
hap, We were very much younger then.
neu, You knew there was nothing in that.
neu, Only a trivial little broach.
neu, Not at all.  I quite like it.  I wear it often.
neu," Oh, maybe a little.  Nothing serious."
neu," Well, what of it."
neu, Well it gave him a lot of pleasure and it didn't hurt me.
ang," Well, that's a nice point of view I must say."
ang," Me, too, bored stiff."
neu, Do you want some brandy?
neu, No thanks.
neu, I think I'll have a little.
neu, It's becoming a habit with you.
ang," Amanda, really."
neu, Just making myself fascinating for you.
ang," No, it isn't."
ang," No, it it is not, be quiet."
ang, It's a pity you didn't have a little bit more brandy.  It might have made you a little less disagreeable.
ang, They snap.
neu," So, did you see much of Peter Burden after the divorce?"
neu," Yes, I did quite a lot."
ang," You must have let him kiss you quite a good deal more then, huh?"
ang," I'm sure you had a riotous time, no restrain at all, very enjoyable.  You never had much anyway."
ang, I am not the slightest bit drunk.
neu, You always had a weak head.
ang, I do believe that I have said already that I had three minuet liquor glasses of brandy in the entire evening.  A child of two couldn't get drunk of that.
ang," Oh, really?  How about a child of three, or child of six, what about a child of nine?"
ang, Not- Would you shut up.
ang," You know, we could get a really good debate going on about this.  You know intemperate tots."
ang, You know what?  That's a very good idea.  I think I will.
ang," You better turn that off, I think."
ang, Because it's very late and you'll disturb the people upstairs.
ang," Well, there are people downstairs, I suppose."
ang, This is no time of the year for Tunis.
ang, I do I shall do no such thing.
ang, Very well.  If you have to be boorish and idiotic.
ang, Turn it off.  It's driving me mad.
ang, You are far too temperamental.  Try to control yourself.
ang, Turn it off!
ang, Go away!  Go away!  I- I hate you.
ang, Very amusing indeed.
ang," You know what, I'm sick and tire of listening to you.  You're a-- You're a total sadistic bully."
ang, Ja! Very funny.
ang," Stop.  Would you just go away?  I mean, you're conceited, and overbearing, and utterly impossible."
ang," You are a vile tempered, wicked living, evil little beast.  And I hope I never set eyes on you ever again."
ang, This is the end! Do you understand me? This is the end.
ang," Oh, you're not going like this."
ang," Yes, I am. Let go with me"
ang," [GARBAGE] No, you're not."
ang," You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!"
ang, oh! Marry you again? I wouldn't marry you again if you came crawling to me on bended knee.
ang, Beast
ang, You're a wicked little vampire.  And I pray to God I never set eyes on you again as long as I live.
ang, Brute
ang, pig
